toid,gml_version,versiondate,function,reasonforchange,functionstatus,functiontheme,perimeter,area,distinctivename1,distinctivename2,distinctivename3,distinctivename4,primaryaddressbaseuprn,stakeholder1,stakeholder2,stakeholder1role,stakeholder2role,extentdefinition,function_codespace,functiontheme_codespace
osgb4000000073334902,5,43517,Hospital,Modified,Operational,Medical Care,730.66,9587.91,The Kings Oak Private Hospital,,,,207178871,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334903,5,42983,Medical Care Accommodation,Modified,Operational,Medical Care,304.62,4085.61,Osborne Grove Nursing Home,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334910,6,43717,Hospital,Attributes,Operational,Medical Care,313.09,5710.96,BMI the Sloane Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334924,5,42635,Medical Care Accommodation,Attributes,Operational,Medical Care,349.91,7180.87,67,,,,48073749,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334934,6,43795,Hospital,Modified,Operational,Medical Care,822.78,28444.52,Spire London East Hospital,,,,10034910597,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335112,4,43157,Medical Care Accommodation,Modified,Operational,Medical Care,124.72,798.82,39,,,,44022880,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334981,5,43538,Hospice,Modified,Operational,Medical Care,317.95,5861.98,Wisdom Hospice,,,,44020568,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335120,4,43157,Medical Care Accommodation,Modified,Operational,Medical Care,96.78,497.94,451,,,,207171948,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335094,5,43691,Hospital,Attributes,Operational,Medical Care,118.41,828.58,The Portland Hospital for Women and Children,,,,10033525206,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335146,7,44257,Hospital,Modified,Operational,Medical Care,862.7,39268.57,Mile End Hospital,,,,6033653,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335160,11,43885,Hospital,Modified,Operational,Medical Care,1951.47,53369.02,Guy's Hospital,,,,2.00003E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335187,9,43873,Hospital,Modified,Operational,Medical Care,655.13,19736.48,Chelsea and Westminster Hospital,,,,217033201,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335542,4,43550,Hospital,Modified,Operational,Medical Care,204.55,2442.61,Cheshunt Community Hospital,,,,148004606,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335249,6,44060,Medical Care Accommodation,Modified,Operational,Medical Care,270.32,2900.47,80,Heatherbrook Nursing Home,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335293,6,43866,Medical Care Accommodation,Modified,Operational,Medical Care,297.15,4464.44,138,Athol House,,,2.00003E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335425,7,43885,Hospital,Modified,Operational,Medical Care,1524.26,98193.59,Queen Elizabeth Hospital,,,,10010199203,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335451,5,43798,Hospital,Modified,Operational,Medical Care,545.14,18102.93,Wilson Hospital,,,,48018788,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335463,9,43902,Medical Care Accommodation,Attributes,Operational,Medical Care,200.9,2475.18,9,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335512,7,43888,Hospital,Modified,Operational,Medical Care,2126.39,112747.24,Queen Mary's Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335535,5,43829,Medical Care Accommodation,Modified,Operational,Medical Care,306.78,3159.64,Dunelm Nursing Home,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335537,9,44260,Hospital,Modified,Operational,Medical Care,742.81,25185.44,Reay House,Lambeth Hospital,,,10090203013,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335587,4,42542,Medical Care Accommodation,Modified,Operational,Medical Care,212.45,2623,Athlone Nursing Home,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335593,5,43889,Medical Care Accommodation,Modified,Operational,Medical Care,571.73,12560.98,British Home and Hospital for Incurables,,,,2E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335688,10,43887,Hospital,Modified,Operational,Medical Care,1383.11,57616.63,The Maudsley Hospital,,,,2.00003E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335634,6,43691,Hospital,Attributes,Operational,Medical Care,191.69,812.64,Queen Mary's Hospital for Children,,,,5870113583,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335664,7,43840,Hospital,Modified,Operational,Medical Care,2202.77,223928.63,Goodmayes Hospital,,,,10034932271,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335665,9,43840,Hospital,Modified,Operational,Medical Care,1698.15,132307.76,King George Hospital,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335785,6,42830,Medical Care Accommodation,Attributes,Operational,Medical Care,153.13,1457.34,27,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335728,5,42635,Medical Care Accommodation,Attributes,Operational,Medical Care,375.26,5572.1,Tudor Grange Nursing Home,,,,1.00024E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335738,5,43546,Hospital,Modified,Operational,Medical Care,353.45,7154.76,Potters Bar Community Hospital,,,,10013034426,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335791,6,42542,Medical Care Accommodation,Modified,Operational,Medical Care,169.01,1423.5,Camberwell Green Care Home,,,,2.00003E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335766,6,43754,Hospital,Attributes,Operational,Medical Care,364.91,5960.85,Queen Mary's House,23,,,5006156,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335851,5,43815,Hospital,Modified,Operational,Medical Care,1021.76,57645.06,Homerton University Hospital,,,,10008242319,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335890,6,42899,Hospital,Modified,Operational,Medical Care,197.89,1603.27,Mildmay Mission Hospital,,,,6196209,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335901,8,44248,Hospital,Modified,Operational,Medical Care,2548.39,120483.96,Newham University Hospital,,,,46255350,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335942,6,43172,Medical Care Accommodation,Modified,Operational,Medical Care,368.8,4604.69,Cooperscroft Care Home,,,,10013035376,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336508,4,43174,Hospital,Modified,Operational,Medical Care,489.17,13929.06,Spire Alexandra Hospital,,,,10022897456,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335966,4,43041,Medical Care Accommodation,Modified,Operational,Medical Care,196.37,1938.97,32,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335995,7,43970,Hospital,Modified,Operational,Medical Care,1935.01,145721.26,St George's Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073335996,5,42628,Medical Care Accommodation,Attributes,Operational,Medical Care,222.19,2011.96,165,Trinity Court Nursing Home,167,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336032,11,44260,Hospital,Modified,Operational,Medical Care,3263.3,210143.02,Springfield University Hospital,,,,10033239146,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336045,11,43843,Hospital,Attributes,Operational,Medical Care,1476.31,57443.96,Whittington Hospital,,,,10090262687,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336064,5,44201,Medical Care Accommodation,Modified,Operational,Medical Care,425.46,10042.57,Seabrooke Manor Nursing Home,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336075,4,42628,Medical Care Accommodation,Modified,Operational,Medical Care,220.99,3131.61,Hopes Green Nursing Home,,,,1.0009E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336104,5,43061,Hospital,Modified,Operational,Medical Care,1167.13,81856.8,North Middlesex University Hospital,,,,207169107,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336142,7,43804,Hospital,Modified,Operational,Medical Care,1485.34,112413.7,St Ann's Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336175,3,42542,Medical Care Accommodation,Modified,Operational,Medical Care,214.56,2686.86,Beech Court Nursing Home,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336176,7,44097,Hospital,Modified,Operational,Medical Care,2597.05,141737.83,Queens Hospital,,,,10013186555,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336194,7,43892,Hospital,Modified,Operational,Medical Care,166.07,1640.6,Upton Day Hospital,14,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336208,4,42542,Hospital,Modified,Operational,Medical Care,413.22,8550.11,Eastman Dental Hospital,,,,5056634,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336248,6,43805,Hospital,Modified,Operational,Medical Care,425.17,5346.09,Nurses Home,Audiology Centre,The Nuffield Hearing and Speech Centre,"The Royal National Throat, Nose and Ear Hospital",5012257,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336297,7,43064,Hospital,Modified,Operational,Medical Care,449.81,8497.1,15,Redford Lodge Psychiatric Hospital,,,207179198,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336312,8,43768,Medical Care Accommodation,Reclassified,Operational,Medical Care,214.53,1193.56,Olive Grove and Eden Court,71,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336316,4,42542,Medical Care Accommodation,Modified,Operational,Medical Care,242.59,2923.56,Greenvale Nursing Home,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336428,7,42983,Hospital,Modified,Operational,Medical Care,1294.54,69660.52,Green Parks House,Princess Royal University Hospital,,,1.0002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336445,5,42635,Hospital,Attributes,Operational,Medical Care,571.74,12550.04,Wanstead Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336451,7,43815,Medical Care Accommodation,Modified,Operational,Medical Care,260.24,3714.07,82,Hawthorn Green Nursing Home,,,6127481,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336470,6,43874,Hospice,Modified,Operational,Medical Care,445.06,9402.31,Trinity Hospice,30,,,2E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336485,5,42628,Medical Care Accommodation,Attributes,Operational,Medical Care,220.5,2751.56,Burgess Park Nursing Home,81,,,2.00003E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336491,4,42542,Hospital,Modified,Operational,Medical Care,160.09,1101.65,Gordon Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336567,7,44088,Hospital,Modified,Operational,Medical Care,869.91,45908.14,Thurrock Community Hospital,,,,2.00002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336638,4,44166,Medical Care Accommodation,Modified,Operational,Medical Care,498.26,14488.43,Ghyllgrove Nursing Home,,,,1.00092E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336684,7,43579,Medical Care Accommodation,Modified,Operational,Medical Care,234.78,2514.34,29,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336690,12,43892,Hospital,Modified,Operational,Medical Care,1828.97,55851.95,King's College Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336794,8,44048,Hospital,Modified,Operational,Medical Care,612.41,16139.19,Gravesham Community Hospital,,,,1.00062E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336831,11,44209,Hospital,Modified,Operational,Medical Care,1849.29,152375.93,Basildon University Hospital,,,,1.00092E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336871,3,42542,Medical Care Accommodation,Modified,Operational,Medical Care,399.78,8435.51,Meadows House Nursing Home,,,,10010228250,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336882,6,43691,Hospital,Attributes,Operational,Medical Care,215.16,2208.43,The Royal London Hospital for Integrated Medicine,,,,5123747,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336895,4,43071,Hospital,Modified,Operational,Medical Care,536.8,13795.94,BMI Shirley Oaks Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336898,5,43872,Hospital,Modified,Operational,Medical Care,616.31,10696.59,The Royal Marsden Hospital,,,,217032983,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336916,6,43272,Hospital,Modified,Operational,Medical Care,753.59,24241.03,Great Ormond Street Hospital,,,,5090726,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073336945,6,43885,Medical Care Accommodation,Modified,Operational,Medical Care,225.49,2119.25,Havelock Court Nursing Home,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073337038,4,43092,Hospital,Modified,Operational,Medical Care,611.36,22224.43,Brentwood Community Hospital,,,,1.00091E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073337074,5,43180,Hospital,Modified,Operational,Medical Care,1236.48,58752.35,St Helier Hospital,,,,5870054822,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073337312,7,43811,Hospital,Modified,Operational,Medical Care,981.51,43402.85,St Ebba's Hospital,,,,10002001528,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073337377,4,43033,Medical Care Accommodation,Modified,Operational,Medical Care,233.55,3020.09,,,,,10024385754,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073337760,7,42993,Medical Care Accommodation,Modified,Operational,Medical Care,235.87,3061.01,Highfield House,,,,0,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073338880,6,43822,Hospital,Modified,Operational,Medical Care,204.23,2502.79,The Wellington Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073495169,4,43078,Medical Care Accommodation,Modified,Operational,Medical Care,268.7,3946.72,Church View Care Home,,,,33049601,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496212,7,43873,Hospital,Modified,Operational,Medical Care,1923.14,83718.16,West Middlesex University Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496369,8,43857,Hospital,Attributes,Operational,Medical Care,542.25,14058.9,New Epsom and Ewell Community Hospital,,,,2.00004E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496372,10,43882,Hospital,Modified,Operational,Medical Care,3207.43,414886.53,Royal National Orthopaedic Hospital,,,,10094045553,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496431,5,42628,Medical Care Accommodation,Attributes,Operational,Medical Care,316.05,6081.36,90,James Terry Court,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496442,5,43818,Hospital,Modified,Operational,Medical Care,512.23,9914.48,The Priory Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496616,9,44238,Hospital,Modified,Operational,Medical Care,457.62,11739.54,Dulwich Community Hospital,,,,2.00003E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496626,10,43854,Hospital,Modified,Operational,Medical Care,1905.73,158754.3,Whipps Cross University Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496730,4,42542,Hospice,Modified,Operational,Medical Care,396.72,9825.47,Richard House Children's Hospice,,,,10008997423,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496656,8,43865,Hospital,Attributes,Operational,Medical Care,2199.99,31521.85,University College Hospital,,,,5124020,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496679,6,43006,Hospice,Modified,Operational,Medical Care,127.01,994.01,110,North London Hospice,,,207079896,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073496764,9,44160,Medical Care Accommodation,Modified,Operational,Medical Care,209.79,2432.5,Berengrove Park Nursing Home,45,45B,,44063473,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005225836435,2,44267,Medical Care Accommodation,Modified,Operational,Medical Care,308.94,4557.73,Seven Arches Nursing Home,,,,1.00091E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073497094,7,43815,Medical Care Accommodation,Modified,Operational,Medical Care,300.63,4288.45,The Hill Medical Centre,,,,10008337937,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073497445,6,42983,Medical Care Accommodation,Modified,Operational,Medical Care,188.73,1771.01,Brook House,,,,128013561,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073497618,5,43542,Medical Care Accommodation,Modified,Operational,Medical Care,470.63,8657.99,Holywell Park,,,,1.00061E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
